timestamp,config,experiment_group,experiment_name,model,input_style,split_strategy,architecture,max_length,learning_rate,per_device_train_batch_size,gradient_accumulation_steps,per_device_eval_batch_size,output_dir,val_accuracy,val_macro_f1,val_micro_f1,val_auprc,test_accuracy,test_macro_f1,test_micro_f1,test_auprc,note,elapsed_sec,_source_csv
2026-05-21 0:37,C:\Users\gyr\Downloads\NaverBoostcamp-KLUE-RE-competition-main\NaverBoostcamp-KLUE-RE-competition-main\configs\model_roberta_base.yaml,model,model_roberta_base,klue/roberta-base,typed_entity_marker_punct_question,detailed_stratified,entity_start_end,256,2e-05,32.0,,32.0,outputs/model_roberta_base,83.2460733,76.95543565,85.3946813,82.90905641,76.49710238,65.11124915,67.6047721,73.30548999,reused from architecture_experiments.csv,1917.28,architecture_experiments.csv
2026-05-21 06:09:22,configs/model_bert_base.yaml,model,model_bert_base,klue/bert-base,typed_entity_marker_punct_question,detailed_stratified,entity_start_end,256,3e-05,8.0,8.0,16.0,outputs/model_bert_base,82.78410840776101,75.410548174032,84.76170121820901,82.53364283954768,76.65164198325822,64.79282142686883,66.93839159742906,72.18899847858383,reused from experiments.csv,1053.56,experiments.csv
2026-05-21 09:35:14,configs/model_luke_large.yaml,model,model_luke_large,studio-ousia/luke-large,typed_entity_marker_punct_question,detailed_stratified,entity_start_end,256,3e-05,8.0,8.0,16.0,outputs/model_luke_large,71.82014166923314,45.5531275802225,73.40639677924402,55.588312251633255,59.755312298776566,25.321436635459374,45.23255813953489,30.921298162342364,LUKE large under final fixed condition,2865.35,model_luke_large.csv
2026-05-21 06:27:03,configs/model_roberta_large.yaml,model,model_roberta_large,klue/roberta-large,typed_entity_marker_punct_question,detailed_stratified,entity_start_end,256,3e-05,8.0,8.0,16.0,outputs/model_roberta_large,84.29319371727748,78.66524379466333,86.0051993067591,84.76515882252563,81.23631680618159,72.34471855826894,72.44042728019721,78.97126544264876,Reuse architecture roberta-large result when available,2231.97,model_roberta_large.csv
