timestamp,config,experiment_group,experiment_name,model,input_style,split_strategy,architecture,max_length,learning_rate,output_dir,val_accuracy,val_macro_f1,val_micro_f1,val_auprc,test_accuracy,test_macro_f1,test_micro_f1,test_auprc,note,elapsed_sec
2026-05-20 17:12:18,C:\Users\gyr\Downloads\NaverBoostcamp-KLUE-RE-competition-main\NaverBoostcamp-KLUE-RE-competition-main\configs\preprocess_prompt_s_sep_o.yaml,preprocess,preprocess_prompt_s_sep_o,klue/roberta-base,s_sep_o,detailed_stratified,sequence_classification,256,2e-05,outputs/preprocess_prompt_s_sep_o,80.68986757006468,61.71128573161855,81.95887216451135,74.96274753736742,73.947198969736,48.59965608603284,62.306156916935365,63.28699210926136,subject SEP object SEP sentence prompt,581.74
2026-05-20 17:22:07,C:\Users\gyr\Downloads\NaverBoostcamp-KLUE-RE-competition-main\NaverBoostcamp-KLUE-RE-competition-main\configs\preprocess_prompt_s_and_o.yaml,preprocess,preprocess_prompt_s_and_o,klue/roberta-base,s_and_o,detailed_stratified,sequence_classification,256,2e-05,outputs/preprocess_prompt_s_and_o,81.5829996920234,65.93036089656637,82.84982935153583,76.27983895819858,75.82743077913715,57.00474947254126,65.30674846625767,66.31198949225876,subject and object relation prompt,585.55
2026-05-20 17:32:09,C:\Users\gyr\Downloads\NaverBoostcamp-KLUE-RE-competition-main\NaverBoostcamp-KLUE-RE-competition-main\configs\preprocess_prompt_question.yaml,preprocess,preprocess_prompt_question,klue/roberta-base,question,detailed_stratified,sequence_classification,256,2e-05,outputs/preprocess_prompt_question,81.33661841700031,66.81652881834098,82.48563524154076,75.7662842128126,75.38956857694784,58.35321699819388,65.47044632086852,67.13077291338158,question style prompt,597.76
2026-05-20 17:43:33,C:\Users\gyr\Downloads\NaverBoostcamp-KLUE-RE-competition-main\NaverBoostcamp-KLUE-RE-competition-main\configs\preprocess_prompt_type_prompt.yaml,preprocess,preprocess_prompt_type_prompt,klue/roberta-base,type_prompt,detailed_stratified,sequence_classification,256,2e-05,outputs/preprocess_prompt_type_prompt,74.3455497382199,51.18762586183387,75.31860662701784,60.47233345212414,58.00386349001931,31.525771147786678,40.71964017991005,38.5460311653471,subject/object entity type prompt without gold relation label leakage,680.67
2026-05-20 17:53:08,C:\Users\gyr\Downloads\NaverBoostcamp-KLUE-RE-competition-main\NaverBoostcamp-KLUE-RE-competition-main\configs\preprocess_entity_marker.yaml,preprocess,preprocess_entity_marker,klue/roberta-base,entity_marker,detailed_stratified,sequence_classification,256,2e-05,outputs/preprocess_entity_marker,81.05943948259933,67.13630363499556,82.14742224115894,74.32471828192935,72.90405666452028,52.68884146226526,59.06656465187452,59.59909994888331,basic entity marker,571.35
2026-05-20 18:02:59,C:\Users\gyr\Downloads\NaverBoostcamp-KLUE-RE-competition-main\NaverBoostcamp-KLUE-RE-competition-main\configs\preprocess_entity_marker_punct.yaml,preprocess,preprocess_entity_marker_punct,klue/roberta-base,entity_marker_punct,detailed_stratified,sequence_classification,256,2e-05,outputs/preprocess_entity_marker_punct,82.04496458269172,67.81721115572363,83.80790480237994,79.36769436787469,74.50096587250484,56.90636320613379,64.68578220175309,67.15028597640871,punctuation entity marker,587.37
2026-05-20 18:12:47,C:\Users\gyr\Downloads\NaverBoostcamp-KLUE-RE-competition-main\NaverBoostcamp-KLUE-RE-competition-main\configs\preprocess_typed_entity_marker.yaml,preprocess,preprocess_typed_entity_marker,klue/roberta-base,typed_entity_marker,detailed_stratified,sequence_classification,256,2e-05,outputs/preprocess_typed_entity_marker,81.70619032953496,68.77861373876901,83.20610687022901,77.38930147414658,74.5653573728268,57.411233587061126,64.00122081489394,66.08956885358637,typed entity marker,584.87
2026-05-20 18:22:56,C:\Users\gyr\Downloads\NaverBoostcamp-KLUE-RE-competition-main\NaverBoostcamp-KLUE-RE-competition-main\configs\preprocess_typed_entity_marker_punct.yaml,preprocess,preprocess_typed_entity_marker_punct,klue/roberta-base,typed_entity_marker_punct,detailed_stratified,sequence_classification,256,2e-05,outputs/preprocess_typed_entity_marker_punct,81.55220203264551,68.13646781912983,83.31918505942275,78.30847983451079,74.64262717321314,58.63996222263276,66.1219725707616,68.1004401694727,typed punctuation entity marker,605.32
2026-05-20 19:10:33,C:\Users\gyr\Downloads\NaverBoostcamp-KLUE-RE-competition-main\NaverBoostcamp-KLUE-RE-competition-main\configs\preprocess_entity_marker_punct_s_and_o.yaml,preprocess,preprocess_entity_marker_punct_s_and_o,klue/roberta-base,entity_marker_punct_s_and_o,detailed_stratified,sequence_classification,256,2e-5,outputs/preprocess_entity_marker_punct_s_and_o,81.09023714197721,64.71547302295951,82.50741211351122,76.29288245765056,75.87894397939472,53.63143094665942,65.7965796579658,67.26711891527532,punctuation entity marker with s_and_o prompt,592.65
2026-05-20 19:20:40,C:\Users\gyr\Downloads\NaverBoostcamp-KLUE-RE-competition-main\NaverBoostcamp-KLUE-RE-competition-main\configs\preprocess_entity_marker_punct_question.yaml,preprocess,preprocess_entity_marker_punct_question,klue/roberta-base,entity_marker_punct_question,detailed_stratified,sequence_classification,256,2e-5,outputs/preprocess_entity_marker_punct_question,81.98336926393594,68.69681216924722,83.40407470288625,78.28312507521373,76.3683193818416,59.70926944646836,67.2209026128266,69.5087462371145,punctuation entity marker with question prompt,603.93
